Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
404,3,10,3,2,2,0,13.65,0.031573246,99.47,2009,299.61
613,2,8,8,0,2,3,15.7,0.055943697,150.6024,1987,2428.8384
578,3,12,7,1,1,3,18.7,0.0,229.201,2004,3215.814
1323,3,7,1,2,2,2,19.35,0.066831682,163.8868,1998,327.5736
606,3,11,5,2,0,3,16.0,0.065165046,79.3986,1999,856.8846
518,4,13,8,0,2,3,6.965,0.0,159.4604,1987,3169.208
685,3,6,4,2,1,3,11.395,0.069728296,233.9616,2002,1406.1696
457,4,13,4,2,1,3,7.5,0.09660879,56.9588,2002,744.3644
493,3,7,8,0,2,3,6.115,0.007038478,189.253,1987,3605.307
1388,3,11,0,1,0,2,12.6,0.153456703,264.091,1985,262.991
1195,3,5,4,2,1,3,14.8,0.043982464,110.657,2002,2966.139
652,4,10,7,1,1,3,8.71,0.139202085,46.1376,2004,383.5008
979,3,12,3,2,2,0,15.5,0.086184647,50.9692,2009,394.1536
1183,3,9,7,1,1,3,19.35,0.082250863,48.7034,2004,534.6374
1202,4,7,9,2,2,1,12.6,0.034286109,173.1422,1985,5000.8238
1382,4,12,3,2,2,0,19.2,0.100482186,111.8886,2009,1667.829
57,3,15,5,2,0,3,16.25,0.049051717,152.4682,1999,2439.4912
1197,4,11,8,0,2,3,19.85,0.005230786,265.1884,1987,5034.7796
1520,3,12,7,1,1,3,13.65,0.08062523,259.6936,2004,2087.9488
507,4,7,6,1,0,3,7.535,0.081787519,120.844,1997,2157.192
365,4,12,0,1,0,2,12.6,0.010615026,185.1898,1985,374.1796
108,4,14,9,2,2,1,12.6,0.009534758,64.551,1985,1201.769
1367,3,14,6,1,0,3,5.59,0.056602818,63.2168,1997,1725.7536
776,3,15,7,1,1,3,11.0,0.057047756,240.4512,2004,6501.8699
1262,4,0,5,2,0,3,19.85,0.05410964,195.0768,1999,1970.768
668,4,6,4,2,1,3,17.6,0.058209079,153.6314,2002,5274.4676
1253,3,9,1,2,2,2,6.215,0.083056555,224.4062,1998,225.7062
603,3,12,3,2,2,0,15.1,0.020015391,128.831,2009,1817.634
1322,0,11,8,0,2,3,13.35,0.102426197,230.6352,1987,5725.88
147,3,2,5,2,0,3,9.5,0.048761223,186.5898,1999,5238.5144
1357,3,12,7,1,1,3,11.8,0.0,179.2344,2004,2141.2128
1086,4,12,7,1,1,3,17.6,0.056281276,40.3454,2004,796.9626
1197,4,11,1,2,2,2,19.85,0.008762556,266.6884,1998,264.9884
714,4,12,5,2,0,3,13.35,0.139669224,147.6392,1999,1938.8096
868,4,4,2,2,1,3,18.85,0.137972993,158.4578,2007,1444.1202
703,4,14,6,1,0,3,17.5,0.0,102.999,1997,2992.771
1246,1,14,2,2,1,3,20.2,0.121940099,95.3752,2007,1150.5024
880,4,13,5,2,0,3,5.88,0.024926013,149.9392,1999,1491.392
1472,3,14,9,2,2,1,12.6,0.039031927,95.641,1985,1737.738
1245,4,10,2,2,1,3,15.85,0.13727,94.4094,2007,1904.188
1440,4,12,4,2,1,3,5.985,0.095989602,127.3678,2002,508.6712
1392,4,10,2,2,1,3,18.85,0.142443405,170.4132,2007,4396.9432
868,4,4,5,2,0,3,18.85,0.137410256,161.7578,1999,1604.578
1070,4,14,2,2,1,3,7.51,0.104400238,113.5544,2007,894.8352
452,4,13,7,1,1,3,16.2,0.0,190.8162,2004,3271.0754
740,4,13,3,2,2,0,17.6,0.015750947,182.5976,2009,1629.8784
1252,4,13,8,0,2,3,8.97,0.092937216,54.6956,1987,764.3384
807,3,9,8,0,2,3,7.22,0.03828933,64.751,1987,126.502
802,4,14,0,1,0,2,12.6,0.195979015,228.1694,1985,228.3694
428,4,10,2,2,1,3,8.71,0.121936216,94.4778,2007,2628.5784
1450,3,2,3,2,2,0,17.7,0.135646297,186.0924,2009,3516.7556
1482,4,5,4,2,1,3,15.85,0.069240685,217.5166,2002,653.1498
851,4,15,2,2,1,3,6.055,0.03127929,160.3578,2007,2406.867
1183,3,9,9,2,2,1,12.6,0.08186804,46.8034,1985,1069.2748
1200,3,10,5,2,0,3,19.25,0.034753686,141.5496,1999,1976.0944
543,4,14,4,2,1,3,16.5,0.028476451,91.0146,2002,1368.219
1372,3,11,6,1,0,3,13.5,0.067872402,57.8562,1997,355.5372
767,3,6,0,1,0,2,12.6,0.026420581,250.9408,1985,1001.3632
419,4,1,4,2,1,3,7.865,0.061183503,164.5526,2002,1644.526
1039,4,8,5,2,0,3,10.6,0.035247642,84.7224,1999,1619.2256
5,3,11,9,2,2,1,12.6,0.02974207,88.9514,1985,3453.5046
398,3,12,7,1,1,3,16.2,0.128397995,178.337,2004,1411.496
1316,3,15,5,2,0,3,14.5,0.058918844,169.7448,1999,3238.4512
943,4,13,8,0,2,3,7.235,0.076791671,116.4492,1987,2316.984
11,4,4,7,1,1,3,16.75,0.021220113,55.1298,2004,1240.3854
341,3,9,0,1,0,2,12.6,0.195979015,88.8514,1985,265.6542
1492,4,7,9,2,2,1,12.6,0.078589629,113.286,1985,2716.464
548,3,10,7,1,1,3,14.0,0.031261583,52.564,2004,639.168
1197,4,11,6,1,0,3,19.85,0.005235143,265.8884,1997,2649.884
605,4,12,2,2,1,3,10.895,0.027032204,106.328,2007,852.224
261,4,9,1,2,2,2,5.635,0.172856719,148.205,1998,449.415
865,3,14,2,2,1,3,10.65,0.085617517,229.3668,2007,2303.668
1408,4,9,1,2,2,2,15.1,0.127334766,88.283,1998,89.883
191,4,13,6,1,0,3,16.5,0.036641597,178.7318,1997,1263.0226
721,3,10,4,2,1,3,13.35,0.014656564,208.5638,2002,2277.7018
1123,4,6,8,0,2,3,12.15,0.037864854,63.0826,1987,322.913
953,4,14,5,2,0,3,13.65,0.036016619,186.3924,1999,1295.6468
235,3,0,5,2,0,3,20.75,0.12953868,240.288,1999,2396.88
1311,4,15,8,0,2,3,19.1,0.038531668,210.6586,1987,5487.5236
1001,2,11,4,2,1,3,17.25,0.0,171.5764,2002,4637.9628
1162,3,7,9,2,2,1,12.6,0.112119359,123.0388,1985,1981.4208
1317,4,15,9,2,2,1,12.6,0.0,45.9402,1985,872.8638
535,4,14,8,0,2,3,10.195,0.041907414,43.8428,1987,175.7712
468,4,13,8,0,2,3,16.6,0.027556247,176.6344,1987,1962.7784
1511,3,6,8,0,2,3,17.6,0.076058484,111.8202,1987,2025.3636
1163,4,15,6,1,0,3,8.185,0.038729057,117.1808,1997,1874.8928
1520,3,12,4,2,1,3,13.65,0.080804019,261.1936,2002,2348.9424
1336,4,11,5,2,0,3,10.6,0.056884225,231.9642,1999,3020.7346
1015,4,15,2,2,1,3,10.8,0.050000257,243.9144,2007,4655.2736
1535,4,10,6,1,0,3,15.2,0.021207519,219.4824,1997,1747.0592
991,4,4,4,2,1,3,8.895,0.0,232.9616,2002,2812.3392
1446,4,7,7,1,1,3,11.8,0.113307794,187.0924,2004,1850.924
840,3,14,1,2,2,2,7.63,0.195979015,45.1402,1998,45.9402
1257,3,5,2,2,1,3,6.55,0.034800079,157.5288,2007,1571.288
1485,4,14,8,0,2,3,16.85,0.139301634,144.976,1987,2783.044
1125,4,15,9,2,2,1,12.6,0.025612348,168.2474,1985,3200.5006
943,4,13,2,2,1,3,7.235,0.077290355,116.9492,2007,2316.984
1534,4,11,7,1,1,3,19.25,0.1017546,55.1956,2004,491.3604
1271,3,1,1,2,2,2,13.85,0.094265737,233.93,1998,233.03
1315,2,15,8,0,2,3,18.1,0.022380952,93.6094,1987,476.047
824,4,14,8,0,2,3,18.6,0.01575657,153.1366,1987,3173.8686
310,4,11,1,2,2,2,6.615,0.156307983,196.3426,1998,790.9704
1210,4,12,1,2,2,2,15.6,0.195688803,77.367,1998,153.134
868,4,4,4,2,1,3,18.85,0.13747519,158.6578,2002,3369.6138
1089,4,14,7,1,1,3,7.235,0.0,197.2452,2004,2348.9424
950,4,6,6,1,0,3,7.825,0.07962861,63.4826,1997,2002.0606
1536,4,13,9,2,2,1,12.6,0.03100078,177.0054,1985,2101.2648
154,3,10,7,1,1,3,19.7,0.016202582,188.2556,2004,3379.6008
371,4,11,7,1,1,3,12.6,0.024190156,34.4874,2004,494.0236
865,3,14,4,2,1,3,10.65,0.085308611,230.2668,2002,5759.17
945,3,6,7,1,1,3,16.75,0.008564925,73.2038,2004,1404.1722
777,2,11,3,2,2,0,13.8,0.097457483,55.393,2009,1018.674
425,4,13,8,0,2,3,9.6,0.029619203,43.6086,1987,624.5204
787,4,3,6,1,0,3,13.1,0.0,189.253,1997,1518.024
315,4,7,4,2,1,3,14.6,0.150872868,47.5692,2002,1379.5376
1103,3,14,3,2,2,0,6.67,0.09031453,130.5626,2009,1180.4634
1295,3,15,6,1,0,3,15.7,0.018930352,59.4536,1997,857.5504
1517,2,3,8,0,2,3,17.75,0.111209003,107.7912,1987,982.7208
1246,1,14,8,0,2,3,20.2,0.121153331,97.3752,1987,958.752
1402,4,14,2,2,1,3,10.85,0.163160327,107.4622,2007,1693.7952
9,4,13,5,2,0,3,20.25,0.148163564,232.7616,1999,1874.8928
543,4,14,9,2,2,1,12.6,0.028281197,90.2146,1985,3648.584
1055,3,6,6,1,0,3,5.86,0.150853308,156.0314,1997,2016.7082
380,3,12,2,2,1,3,6.115,0.011437302,92.4488,2007,1358.232
1135,3,6,6,1,0,3,19.7,0.018024769,104.499,1997,1031.99
963,4,3,7,1,1,3,9.8,0.090448534,194.5478,2004,774.9912
481,3,15,6,1,0,3,12.5,0.08175276,89.0488,1997,1267.6832
972,3,6,1,2,2,2,19.35,0.109667698,166.0816,1998,671.1264
1340,4,8,6,1,0,3,16.75,0.075735621,34.5532,1997,323.5788
1143,4,3,6,1,0,3,19.1,0.091917786,182.7608,1997,1837.608
379,4,15,1,2,2,2,21.35,0.130127365,96.2094,1998,190.4188
1548,2,10,8,0,2,3,19.5,0.082483516,179.2002,1987,2865.6032
933,3,5,6,1,0,3,6.575,0.075507758,146.4444,1997,1596.5884
1507,3,14,2,2,1,3,6.67,0.124126756,88.9514,2007,2125.2336
1109,4,9,5,2,0,3,12.3,0.009425158,74.838,1999,1537.998
932,3,15,4,2,1,3,16.1,0.024999711,97.841,2002,1255.033
1364,3,6,0,1,0,2,12.6,0.058545606,155.8314,1985,310.2628
1414,4,3,2,2,1,3,17.35,0.020676141,80.6618,2007,1208.427
1359,4,12,1,2,2,2,15.35,0.02346559,35.219,1998,36.619
1456,3,10,6,1,0,3,8.975,0.05272914,86.4224,1997,1022.6688
416,4,13,8,0,2,3,13.15,0.024630755,178.2686,1987,2666.529
1530,2,13,6,1,0,3,19.5,0.014274292,55.6614,1997,718.3982
225,4,13,7,1,1,3,15.1,0.059313603,238.1248,2004,4266.4464
1201,3,9,7,1,1,3,5.465,0.048518008,132.9626,2004,2360.9268
1421,4,0,8,0,2,3,17.75,0.073349552,34.2216,1987,934.7832
1307,4,9,9,2,2,1,12.6,0.055648052,100.3016,1985,2833.6448
1194,4,7,8,0,2,3,6.96,0.077129323,92.7146,1987,1733.0774
547,4,5,3,2,2,0,17.85,0.087824967,196.0794,2009,1755.7146
819,3,14,3,2,2,0,5.095,0.130031207,142.4838,2009,561.9352
1280,4,7,8,0,2,3,5.73,0.045334098,87.0882,1987,1803.6522
457,4,13,8,0,2,3,7.5,0.096333029,57.8588,1987,1145.176
499,3,11,8,0,2,3,7.855,0.073858923,218.6482,1987,3723.8194
1457,2,7,7,1,1,3,5.655,0.175047104,146.9102,2004,1895.5326
818,4,8,1,2,2,2,12.15,0.132952286,37.6506,1998,37.9506
121,4,14,1,2,2,2,9.6,0.086145867,258.362,1998,259.662
387,4,8,8,0,2,3,18.85,0.0520115,190.3846,1987,3630.6074
1430,3,15,7,1,1,3,20.2,0.059790095,127.4678,2004,3560.6984
464,3,6,1,2,2,2,12.15,0.071440118,182.295,1998,549.285
1348,4,7,5,2,0,3,19.6,0.03395415,56.4614,1999,773.6596
608,3,12,6,1,0,3,16.0,0.099271209,88.5856,1997,878.856
1192,4,11,9,2,2,1,12.6,0.020769677,117.5782,1985,2741.0986
580,4,1,7,1,1,3,6.425,0.06316338,132.2626,2004,2098.6016
1115,4,8,6,1,0,3,6.825,0.059846975,262.5226,1997,6501.8699
1540,1,10,0,1,0,2,12.6,0.014342659,103.7674,1985,203.7348
1202,4,7,1,2,2,2,7.97,0.057667173,172.1422,1998,517.3266
705,4,7,8,0,2,3,17.25,0.037155206,166.4526,1987,3782.4098
899,4,13,5,2,0,3,9.1,0.080417724,48.8718,1999,425.4462
607,4,13,6,1,0,3,19.2,0.041227831,129.831,1997,1947.465
1226,3,10,9,2,2,1,12.6,0.102226474,91.312,1985,3075.996
771,3,6,9,2,2,1,12.6,0.178210285,95.7752,1985,3930.8832
1427,3,10,1,2,2,2,14.5,0.06904249,41.4454,1998,41.9454
867,3,9,0,1,0,2,12.6,0.052791124,98.5384,1985,591.2304
1274,3,9,5,2,0,3,17.75,0.067607749,188.024,1999,2796.36
753,4,12,2,2,1,3,7.145,0.017887474,160.6578,2007,1765.0358
681,4,15,2,2,1,3,8.985,0.184440421,99.67,2007,3295.71
655,0,13,2,2,1,3,16.35,0.091074449,196.811,2007,3338.987
1457,4,7,6,1,0,3,5.655,0.0,147.5102,1997,1166.4816
1429,4,7,5,2,0,3,9.5,0.041951439,32.49,1999,865.54
1438,3,14,8,0,2,3,5.78,0.074087369,264.9568,1987,6501.8699
922,3,15,8,0,2,3,8.05,0.0,257.5646,1987,5153.292
971,3,11,3,2,2,0,6.75,0.108679906,95.6752,2009,1246.3776
1306,4,4,2,2,1,3,16.6,0.136500981,173.3422,2007,4138.6128
342,4,3,4,2,1,3,6.095,0.081361288,141.9154,2002,2694.4926
988,4,14,1,2,2,2,15.1,0.0,197.211,1998,196.411
1350,3,14,5,2,0,3,19.35,0.018591464,112.9544,1999,1342.2528
1452,4,13,3,2,2,0,11.3,0.066952965,192.0478,2009,3099.9648
255,4,14,2,2,1,3,10.8,0.029107004,240.5222,2007,4541.4218
874,3,9,5,2,0,3,19.7,0.0,194.411,1999,5106.686
993,4,15,0,1,0,2,12.6,0.065872936,113.1886,1985,111.1886
995,3,9,3,2,2,0,10.5,0.117149075,164.121,2009,1794.331
912,4,10,5,2,0,3,7.655,0.031994534,114.3492,1999,1853.5872
900,4,9,3,2,2,0,8.235,0.08276363,146.5076,2009,1625.8836
1342,4,9,6,1,0,3,20.6,0.083004078,119.4756,1997,1090.5804
1312,3,15,5,2,0,3,19.35,0.021490911,122.1098,1999,2892.2352
1013,3,15,1,2,2,2,9.5,0.058835928,170.2448,1998,170.4448
538,3,6,1,2,2,2,5.305,0.07871639,183.5608,1998,551.2824
1172,4,7,4,2,1,3,9.8,0.013869809,47.406,2002,978.726
1216,3,5,7,1,1,3,9.6,0.022274264,101.699,2004,2992.771
731,2,10,6,1,0,3,13.0,0.153618566,79.6986,1997,1480.0734
1101,4,14,3,2,2,0,17.6,0.049267759,113.0176,2009,2862.94
998,4,12,2,2,1,3,14.3,0.12826315,83.4224,2007,681.7792
926,3,9,4,2,1,3,10.3,0.02494708,172.3422,2002,5690.5926
674,3,15,1,2,2,2,15.1,0.157154813,62.2194,1998,185.7582
1433,4,11,2,2,1,3,6.03,0.022832115,176.7028,2007,1416.8224
1152,4,15,6,1,0,3,7.68,0.070900282,192.6162,1997,5580.0698
1054,3,15,4,2,1,3,20.0,0.028180789,46.8744,2002,905.488
1245,4,10,6,1,0,3,15.85,0.136497913,96.3094,1997,2856.282
1480,4,8,1,2,2,2,15.2,0.162462044,117.6492,1998,347.5476
1515,4,5,6,1,0,3,12.15,0.0,164.7184,1997,3962.8416
201,4,14,7,1,1,3,19.35,0.118080437,222.6088,2004,6040.1376
649,3,6,9,2,2,1,12.6,0.017466284,45.4718,1985,1323.6104
1416,4,0,9,2,2,1,12.6,0.031073804,157.5604,1985,5704.5744
1162,3,7,2,2,1,3,8.85,0.113302223,125.1388,2007,1114.5492
1040,4,13,6,1,0,3,19.85,0.025968706,49.5376,1997,1006.6896
1436,4,11,4,2,1,3,19.1,0.045400017,38.8138,2002,690.4346
897,4,13,2,2,1,3,17.0,0.126958147,125.8362,2007,2516.724
401,3,9,6,1,0,3,11.15,0.105307659,102.0648,1997,1038.648
1302,3,15,6,1,0,3,12.35,0.038500421,110.757,1997,1208.427
965,4,15,4,2,1,3,20.85,0.02137305,103.3306,2002,522.653
1510,4,15,9,2,2,1,12.6,0.0,255.7988,1985,6501.8699
1391,4,12,1,2,2,2,7.035,0.0,263.291,1998,525.982
917,4,5,3,2,2,0,4.785,0.09297084,122.0098,2009,2048.6666
1087,4,14,9,2,2,1,12.6,0.088839949,254.2672,1985,6501.8699
550,3,1,1,2,2,2,17.25,0.195979015,40.348,1998,39.948
1364,3,6,4,2,1,3,9.3,0.033505804,153.4314,2002,2482.1024
545,4,10,4,2,1,3,17.25,0.072986772,78.8986,2002,1635.8706
39,4,7,2,2,1,3,17.85,0.024961677,153.1998,2007,3383.5956
1387,4,8,9,2,2,1,12.6,0.092433518,101.6674,1985,1426.1436
501,4,14,7,1,1,3,9.8,0.026081567,217.585,2004,4327.7
1496,4,4,8,0,2,3,18.85,0.09079168,127.1336,1987,3579.3408
1329,4,8,7,1,1,3,9.695,0.113917889,158.2604,2004,2693.8268
960,4,12,5,2,0,3,10.0,0.045928229,138.118,1999,1957.452
1306,4,4,8,0,2,3,16.6,0.135620265,172.9422,1987,2931.5174
1191,4,14,7,1,1,3,18.25,0.077709902,259.6962,2004,5438.9202
1538,4,13,1,2,2,2,5.82,0.134975628,170.579,1998,509.337
948,4,12,6,1,0,3,9.31,0.037955094,62.151,1997,1201.769
619,4,14,4,2,1,3,18.25,0.076125668,214.0218,2002,2564.6616
1171,4,14,5,2,0,3,19.7,0.067039526,178.337,1999,1411.496
559,4,7,4,2,1,3,6.865,0.014021626,127.1652,2002,1291.652
610,3,11,5,2,0,3,11.35,0.023358738,184.4608,1999,4042.7376
1394,4,14,7,1,1,3,17.7,0.029933275,169.0816,2004,5201.2296
892,4,13,9,2,2,1,12.6,0.111777297,124.6046,1985,2863.6058
343,4,9,6,1,0,3,20.85,0.032448523,177.866,1997,1078.596
989,3,14,6,1,0,3,17.25,0.047266211,97.0068,1997,1846.9292
1359,4,12,5,2,0,3,15.35,0.01404119,38.419,1999,476.047
1019,2,15,8,0,2,3,13.65,0.04917754,151.805,1987,2696.49
773,4,8,1,2,2,2,15.2,0.020280476,49.1034,1998,194.4136
449,4,11,4,2,1,3,6.38,0.031962866,178.0344,2002,535.3032
231,4,8,9,2,2,1,12.6,0.054376275,56.293,1985,2546.685
340,3,11,1,2,2,2,6.905,0.063850971,97.2726,1998,195.7452
747,3,12,0,1,0,2,12.6,0.060154968,110.1544,1985,111.8544
1450,3,2,9,2,2,1,12.6,0.134441765,183.9924,1985,6478.234
1412,4,4,8,0,2,3,15.7,0.03067808,44.777,1987,605.878
842,3,15,7,1,1,3,15.2,0.103758647,177.0054,2004,2976.7918
904,3,6,9,2,2,1,12.6,0.136701678,182.1608,1985,5880.3456
1208,4,15,0,1,0,2,12.6,0.195979015,222.0772,1985,889.5088
783,3,11,9,2,2,1,12.6,0.074806196,112.9176,1985,3435.528
687,0,9,7,1,1,3,8.355,0.013926425,93.0462,2004,1110.5544
1164,4,3,8,0,2,3,12.15,0.006754117,122.173,1987,2586.633
942,4,14,3,2,2,0,13.35,0.0,238.7564,2009,1906.8512
424,4,8,6,1,0,3,17.0,0.052209303,122.373,1997,2586.633
335,3,12,5,2,0,3,17.35,0.041538713,93.1804,1999,1378.206
361,4,14,0,1,0,2,12.6,0.13064231,88.383,1985,89.883
218,4,13,8,0,2,3,9.1,0.055382616,115.0518,1987,683.1108
925,4,15,6,1,0,3,6.13,0.0,54.1298,1997,1348.245
805,0,15,0,1,0,2,12.6,0.041970938,55.4272,1985,111.8544
882,1,2,8,0,2,3,19.2,0.005583951,226.9062,1987,4514.124
991,4,4,3,2,2,0,8.895,0.075757177,233.8616,2009,937.4464
1016,4,15,5,2,0,3,19.75,0.012467648,188.1872,1999,2458.1336
1182,4,11,3,2,2,0,10.895,0.137368051,264.3568,2009,4745.8224
854,4,15,9,2,2,1,12.6,0.092933158,91.0146,1985,3466.1548
333,2,8,2,2,1,3,10.3,0.117593973,154.463,2007,2503.408
789,3,15,2,2,1,3,19.1,0.026018497,148.2418,2007,3089.9778
747,3,12,5,2,0,3,4.555,0.034410585,111.3544,1999,1342.2528
1052,4,8,9,2,2,1,12.6,0.02426524,114.0492,1985,3938.8728
376,4,8,2,2,1,3,16.2,0.176175402,184.0608,2007,2021.3688
1456,3,10,1,2,2,2,8.975,0.088257771,84.1224,1998,170.4448
677,3,1,5,2,0,3,21.1,0.020750867,128.7994,1999,1927.491
1517,4,3,4,2,1,3,17.75,0.111527348,110.2912,2002,873.5296
132,3,5,3,2,2,0,12.8,0.114318263,142.2838,2009,421.4514
340,3,11,2,2,1,3,6.905,0.038363204,98.1726,2007,587.2356
1347,3,12,1,2,2,2,10.195,0.195979015,141.8838,1998,280.9676
976,3,15,5,2,0,3,5.785,0.053930934,87.3856,1999,878.856
1060,4,14,9,2,2,1,12.6,0.018942606,236.0248,1985,6501.8699
332,4,10,8,0,2,3,7.96,0.028339599,162.4894,1987,1779.6834
867,3,9,6,1,0,3,8.3,0.030151351,98.7384,1997,492.692
1442,3,15,4,2,1,3,5.46,0.107274301,145.5786,2002,3900.9222
1322,4,11,5,2,0,3,13.35,0.102670882,228.6352,1999,3435.528
1395,1,10,6,1,0,3,5.46,0.032177405,185.424,1997,5219.872
1323,3,7,9,2,2,1,12.6,0.039734882,165.7868,1985,4913.604
285,3,12,8,0,2,3,20.75,0.083536989,180.3318,1987,4149.9314
1301,4,13,5,2,0,3,6.59,0.026225693,119.0098,1999,2530.7058
351,4,10,2,2,1,3,7.55,0.0273235,151.934,2007,1837.608
956,4,12,4,2,1,3,20.85,0.03747983,192.7478,2002,2131.2258
1353,4,13,2,2,1,3,18.85,0.168531813,192.5136,2007,2916.204
1535,4,10,3,2,2,0,15.2,0.021293909,218.4824,2009,1528.6768
756,4,8,4,2,1,3,10.1,0.030269774,152.4656,2002,2934.8464
1132,4,10,7,1,1,3,10.0,0.025822315,262.7226,2004,3171.8712
681,2,15,5,2,0,3,8.985,0.183688161,100.27,1999,998.7
396,3,12,7,1,1,3,11.5,0.125579201,99.7358,2004,1105.8938
1475,4,8,9,2,2,1,12.6,0.077079177,61.5536,1985,918.804
1040,4,13,3,2,2,0,19.85,0.026074491,48.6376,2009,575.2512
579,4,13,8,0,2,3,21.1,0.010593469,234.2958,1987,3739.1328
747,3,12,6,1,0,3,4.555,0.034357169,112.6544,1997,2684.5056
956,4,12,7,1,1,3,20.85,0.037396901,193.8478,2004,2712.4692
397,4,4,8,0,2,3,7.905,0.064011067,230.2694,1987,4567.388
815,3,15,4,2,1,3,6.78,0.085981978,228.4694,2002,5480.8656
765,4,15,9,2,2,1,12.6,0.040318693,186.224,1985,5033.448
1320,3,10,4,2,1,3,15.0,0.161762835,185.9266,2002,2581.9724
879,4,14,6,1,0,3,17.6,0.104878967,164.8868,1997,2456.802
1354,3,15,1,2,2,2,13.8,0.107469819,77.8012,1998,227.7036
574,4,13,7,1,1,3,5.11,0.034868095,163.821,2004,2120.573
169,3,11,4,2,1,3,8.71,0.046079575,43.5744,2002,407.4696
1008,4,14,8,0,2,3,7.235,0.058083831,113.6834,1987,230.3668
1104,3,2,6,1,0,3,12.3,0.064618976,89.8804,1997,1286.3256
1194,4,7,7,1,1,3,6.96,0.077178965,93.1146,2004,2189.1504
1241,3,15,5,2,0,3,18.0,0.142910689,89.6514,1999,1859.5794
438,4,7,8,0,2,3,6.28,0.027682047,85.5198,1987,1744.396
349,3,5,7,1,1,3,10.5,0.142511272,158.7578,2004,2246.4092
573,0,7,4,2,1,3,14.15,0.09557165,171.0106,2002,4106.6544
1172,2,7,1,2,2,2,9.8,0.02316823,47.506,1998,186.424
884,3,6,8,0,2,3,15.85,0.061045133,44.7744,1987,181.0976
1176,3,14,4,2,1,3,10.3,0.011148865,84.854,2002,778.986
668,4,6,6,1,0,3,17.6,0.058091269,156.2314,1997,2947.4966
84,3,10,9,2,2,1,12.6,0.019672774,86.4198,1985,1918.8356
772,4,9,8,0,2,3,10.3,0.078678276,177.037,1987,3705.177
1025,3,14,5,2,0,3,9.195,0.117667492,159.5578,1999,1283.6624
1153,4,2,3,2,2,0,12.8,0.069902438,261.3252,2009,3410.2276
508,3,14,7,1,1,3,10.0,0.037757166,126.7994,2004,1284.994
514,4,12,7,1,1,3,17.25,0.107021498,40.5822,2004,785.644
243,3,1,9,2,2,1,12.6,0.032892112,49.3008,1985,1518.024
1071,4,13,2,2,1,3,20.2,0.100477461,187.7898,2007,2245.0776
1454,4,8,7,1,1,3,7.5,0.036228067,175.2028,2004,4427.57
1062,3,1,8,0,2,3,7.895,0.094488485,100.7332,1987,1230.3984
856,4,9,3,2,2,0,15.75,0.055154296,195.5452,2009,1174.4712
419,4,1,0,1,0,2,12.6,0.106907604,162.8526,1985,493.3578
1211,1,12,4,2,1,3,13.65,0.073060301,196.2426,2002,2570.6538
1475,4,8,7,1,1,3,20.1,0.077439606,60.6536,2004,980.0576
1520,3,12,3,2,2,0,13.65,0.080968973,259.7936,2009,2609.936
1467,3,15,5,2,0,3,12.3,0.106492562,176.3396,1999,1395.5168
420,3,10,9,2,2,1,12.6,0.139330557,109.5228,1985,3426.2068
1127,4,10,6,1,0,3,21.35,0.068822477,258.3278,1997,6501.8699
759,3,5,8,0,2,3,7.72,0.074669288,76.3986,1987,1402.1748
569,4,13,1,2,2,2,12.1,0.025834128,165.1526,1998,164.4526
1251,3,15,8,0,2,3,14.85,0.035227697,159.5578,1987,2085.9514
469,4,13,0,1,0,2,12.6,0.050901814,120.5414,1985,365.5242
810,4,13,3,2,2,0,16.0,0.072965144,231.3668,2009,4607.336
1501,4,14,6,1,0,3,8.395,0.039492207,97.3042,1997,1091.2462
1554,4,15,7,1,1,3,7.365,0.042552205,225.172,2004,3395.58
192,4,15,8,0,2,3,20.5,0.020587886,89.583,1987,1797.66
1191,4,14,1,2,2,2,18.25,0.130095044,257.2962,1998,517.9924
1493,4,14,9,2,2,1,12.6,0.040747616,140.2496,1985,4093.3384
161,2,13,4,2,1,3,7.475,0.013146636,214.5192,2002,2804.3496
1515,4,5,4,2,1,3,12.15,0.02176755,164.6184,2002,3797.7232
1202,4,7,3,2,2,0,7.97,0.0,172.0422,2009,5690.5926
1117,4,12,5,2,0,3,15.25,0.08995645,217.1192,1999,3235.788
1521,3,15,3,2,2,0,16.35,0.062665642,225.6062,2009,1579.9434
1169,4,9,7,1,1,3,11.1,0.176182345,158.1604,2004,1901.5248
568,4,8,6,1,0,3,11.8,0.022843501,177.8686,1997,4621.9836
1000,3,9,6,1,0,3,14.3,0.034411238,98.6726,1997,782.9808
916,3,6,2,2,1,3,13.65,0.0,36.6532,2007,755.0172
1276,4,5,7,1,1,3,16.75,0.128861359,86.2856,2004,1406.1696
803,4,10,5,2,0,3,16.25,0.078290271,93.1804,1999,1194.4452
1481,4,9,7,1,1,3,18.0,0.008539208,81.2618,2004,402.809
1430,3,15,1,2,2,2,20.2,0.100095288,125.2678,1998,127.1678
895,4,5,5,2,0,3,15.0,0.046447328,121.5414,1999,2436.828
1188,3,15,9,2,2,1,12.6,0.030794774,122.9072,1985,4532.7664
999,3,12,9,2,2,1,12.6,0.159081735,193.5478,1985,4649.9472
1021,0,14,9,2,2,1,12.6,0.034705807,241.6828,1985,4873.656
731,4,10,2,2,1,3,13.0,0.154487495,77.2986,2007,1246.3776
